probe_id,gene_name,description
ENSCAFG00000014727,KXD1,protein_coding
ENSCAFG00000030064,U6,snRNA
ENSCAFG00000010066,IQCF1,protein_coding
ENSCAFG00000043089,ENSCAFG00000043089,lncRNA
ENSCAFG00000019414,SF3A2,protein_coding
ENSCAFG00000010073,IQCF5,protein_coding
ENSCAFG00000010070,IQCF2,protein_coding
ENSCAFG00000019420,DOT1L,protein_coding
ENSCAFG00000024845,ENSCAFG00000024845,protein_coding
ENSCAFG00000006461,FOXP1,protein_coding
ENSCAFG00000014770,ELL,protein_coding
ENSCAFG00000029207,IQCF6,protein_coding
ENSCAFG00000019425,AP3D1,protein_coding
ENSCAFG00000010091,GRM2,protein_coding
ENSCAFG00000012175,SLC26A6,protein_coding
ENSCAFG00000010100,TEX264,protein_coding
ENSCAFG00000014862,SSBP4,protein_coding
ENSCAFG00000019426,IZUMO4,protein_coding
ENSCAFG00000019427,MOB3A,protein_coding
ENSCAFG00000019429,MKNK2,protein_coding
ENSCAFG00000046373,ENSCAFG00000046373,protein_coding
ENSCAFG00000047150,ENSCAFG00000047150,miRNA
ENSCAFG00000010120,RAD54L2,protein_coding
ENSCAFG00000044175,ENSCAFG00000044175,lncRNA
ENSCAFG00000014879,LRRC25,protein_coding
ENSCAFG00000019432,BTBD2,protein_coding
ENSCAFG00000014882,GDF15,protein_coding
ENSCAFG00000030878,ZNF35,protein_coding
ENSCAFG00000014886,ENSCAFG00000014886,protein_coding
ENSCAFG00000046861,ENSCAFG00000046861,lncRNA
ENSCAFG00000014891,PGPEP1,protein_coding
ENSCAFG00000019435,CSNK1G2,protein_coding
ENSCAFG00000029966,ALDH1L1,protein_coding
ENSCAFG00000010126,ENSCAFG00000010126,protein_coding
ENSCAFG00000029188,SCAMP4,protein_coding
ENSCAFG00000023035,ADGRE2,protein_coding
ENSCAFG00000014900,LSM4,protein_coding
ENSCAFG00000019448,ABHD17A,protein_coding
ENSCAFG00000043654,ENSCAFG00000043654,protein_coding
ENSCAFG00000023338,JUND,protein_coding
ENSCAFG00000019455,REXO1,protein_coding
ENSCAFG00000014928,PDE4C,protein_coding
ENSCAFG00000010183,DCAF1,protein_coding
ENSCAFG00000019465,ATP8B3,pseudogene
ENSCAFG00000030256,ZNF333,protein_coding
ENSCAFG00000023992,ADGRE3,protein_coding
ENSCAFG00000046949,ENSCAFG00000046949,lncRNA
ENSCAFG00000019487,TCF3,protein_coding
ENSCAFG00000019543,SBNO2,protein_coding
ENSCAFG00000016258,NDUFB7,protein_coding
ENSCAFG00000014907,IQCN,protein_coding
ENSCAFG00000012320,TMEM89,protein_coding
ENSCAFG00000014945,RAB3A,protein_coding
ENSCAFG00000016276,TECR,protein_coding
ENSCAFG00000012329,UQCRC1,protein_coding
ENSCAFG00000014954,MPV17L2,protein_coding
ENSCAFG00000016286,DNAJB1,protein_coding
ENSCAFG00000016295,GIPC1,protein_coding
ENSCAFG00000019501,ENSCAFG00000019501,protein_coding
ENSCAFG00000016300,PTGER1,protein_coding
ENSCAFG00000016316,PKN1,protein_coding
ENSCAFG00000010266,RBM15B,protein_coding
ENSCAFG00000014956,IFI30,protein_coding
ENSCAFG00000019503,MBD3,protein_coding
ENSCAFG00000014978,PIK3R2,protein_coding
ENSCAFG00000010269,MANF,protein_coding
ENSCAFG00000012403,COL7A1,protein_coding
ENSCAFG00000010229,DOCK3,protein_coding
ENSCAFG00000023712,MEX3D,protein_coding
ENSCAFG00000015009,MAST3,protein_coding
ENSCAFG00000023709,PLK5,protein_coding
ENSCAFG00000041351,ENSCAFG00000041351,miRNA
ENSCAFG00000019512,ADAMTSL5,protein_coding
ENSCAFG00000023645,REEP6,protein_coding
ENSCAFG00000019516,PCSK4,protein_coding
ENSCAFG00000049675,C19orf25,protein_coding
ENSCAFG00000015028,IL12RB1,protein_coding
ENSCAFG00000016355,DDX39A,protein_coding
ENSCAFG00000015088,ARRDC2,protein_coding
ENSCAFG00000019523,APC2,protein_coding
ENSCAFG00000016385,ADGRE5,protein_coding
ENSCAFG00000023247,RPS15,protein_coding
ENSCAFG00000012493,PFKFB4,protein_coding
ENSCAFG00000019528,DAZAP1,protein_coding
ENSCAFG00000015092,KCNN1,protein_coding
ENSCAFG00000042613,ENSCAFG00000042613,snoRNA
ENSCAFG00000043124,ENSCAFG00000043124,miRNA
ENSCAFG00000010275,ENSCAFG00000010275,protein_coding
ENSCAFG00000010281,MAPKAPK3,protein_coding
ENSCAFG00000042902,SHISA5,protein_coding
ENSCAFG00000015098,CCDC124,protein_coding
ENSCAFG00000019529,NDUFS7,protein_coding
ENSCAFG00000016453,ADGRL1,protein_coding
ENSCAFG00000019531,PWWP3A,protein_coding
ENSCAFG00000015051,SLC5A5,protein_coding
ENSCAFG00000040988,TREX1,protein_coding
ENSCAFG00000019506,CIRBP,protein_coding
ENSCAFG00000012543,ATRIP,protein_coding
ENSCAFG00000010293,CISH,protein_coding
ENSCAFG00000019534,MIDN,protein_coding
ENSCAFG00000015122,ENSCAFG00000015122,protein_coding
ENSCAFG00000010296,HEMK1,protein_coding
ENSCAFG00000019536,ATP5F1D,protein_coding
ENSCAFG00000026322,ENSCAFG00000026322,snoRNA
ENSCAFG00000041077,ENSCAFG00000041077,protein_coding
ENSCAFG00000015159,JAK3,protein_coding
ENSCAFG00000023991,CBARP,protein_coding
ENSCAFG00000016482,ENSCAFG00000016482,protein_coding
ENSCAFG00000019538,STK11,protein_coding
ENSCAFG00000010303,C20H3orf18,protein_coding
ENSCAFG00000047673,ENSCAFG00000047673,protein_coding
ENSCAFG00000003765,SLC41A3,protein_coding
ENSCAFG00000016488,PRKACA,protein_coding
ENSCAFG00000019644,CNN2,protein_coding
ENSCAFG00000012548,CCDC51,protein_coding
ENSCAFG00000012685,PLXNB1,protein_coding
ENSCAFG00000015192,B3GNT3,protein_coding
ENSCAFG00000010431,CACNA2D2,protein_coding
ENSCAFG00000015256,NIBAN3,protein_coding
ENSCAFG00000019546,POLR2E,protein_coding
ENSCAFG00000049956,ENSCAFG00000049956,protein_coding
ENSCAFG00000039352,ENSCAFG00000039352,lncRNA
ENSCAFG00000013760,ENSCAFG00000013760,protein_coding
ENSCAFG00000019552,ARHGAP45,protein_coding
ENSCAFG00000003792,ENSCAFG00000003792,protein_coding
ENSCAFG00000013572,ENSCAFG00000013572,protein_coding
ENSCAFG00000012875,FBXW12,protein_coding
ENSCAFG00000019617,ABCA7,protein_coding
ENSCAFG00000030212,U6,snRNA
ENSCAFG00000015212,FCHO1,protein_coding
ENSCAFG00000019648,TMEM259,protein_coding
ENSCAFG00000046754,ENSCAFG00000046754,pseudogene
ENSCAFG00000003807,KLF15,protein_coding
ENSCAFG00000016496,ENSCAFG00000016496,protein_coding
ENSCAFG00000048108,ENSCAFG00000048108,lncRNA
ENSCAFG00000031145,SPINK8,protein_coding
ENSCAFG00000012879,ENSCAFG00000012879,protein_coding
ENSCAFG00000028625,C20H19orf67,protein_coding
ENSCAFG00000015229,MAP1S,protein_coding
ENSCAFG00000003813,CFAP100,protein_coding
ENSCAFG00000019651,WDR18,protein_coding
ENSCAFG00000030883,NME6,protein_coding
ENSCAFG00000016500,ENSCAFG00000016500,protein_coding
ENSCAFG00000019652,ARID3A,protein_coding
ENSCAFG00000032074,ENSCAFG00000032074,miRNA
ENSCAFG00000016501,PALM3,protein_coding
ENSCAFG00000016504,IL27RA,protein_coding
ENSCAFG00000041658,RLN3,protein_coding
ENSCAFG00000016511,RFX1,protein_coding
ENSCAFG00000003826,ZXDC,protein_coding
ENSCAFG00000019653,KISS1R,protein_coding
ENSCAFG00000003843,UROC1,protein_coding
ENSCAFG00000012896,CAMP,protein_coding
ENSCAFG00000019665,R3HDM4,protein_coding
ENSCAFG00000028530,ENSCAFG00000028530,protein_coding
ENSCAFG00000016398,DCAF15,protein_coding
ENSCAFG00000024064,UNC13A,protein_coding
ENSCAFG00000031690,C20H3orf22,protein_coding
ENSCAFG00000021140,U6,snRNA
ENSCAFG00000046669,ENSCAFG00000046669,protein_coding
ENSCAFG00000019659,MED16,protein_coding
ENSCAFG00000012919,CDC25A,protein_coding
ENSCAFG00000016521,PODNL1,protein_coding
ENSCAFG00000003884,TXNRD3,protein_coding
ENSCAFG00000003989,PLXNA1,protein_coding
ENSCAFG00000019669,ELANE,protein_coding
ENSCAFG00000019679,PLPPR3,protein_coding
ENSCAFG00000042396,ENSCAFG00000042396,lncRNA
ENSCAFG00000019693,PTBP1,protein_coding
ENSCAFG00000016566,CC2D1A,protein_coding
ENSCAFG00000012975,MAP4,protein_coding
ENSCAFG00000029882,MISP,protein_coding
ENSCAFG00000019698,PALM,protein_coding
ENSCAFG00000019702,PRSS57,protein_coding
ENSCAFG00000023272,FSTL3,protein_coding
ENSCAFG00000019704,RNF126,protein_coding
ENSCAFG00000042729,ENSCAFG00000042729,protein_coding
ENSCAFG00000019707,FGF22,protein_coding
ENSCAFG00000016588,BRME1,protein_coding
ENSCAFG00000016592,NANOS3,protein_coding
ENSCAFG00000022793,ENSCAFG00000022793,miRNA
ENSCAFG00000020580,ENSCAFG00000020580,miRNA
ENSCAFG00000044148,ENSCAFG00000044148,lncRNA
ENSCAFG00000043834,ENSCAFG00000043834,lncRNA
ENSCAFG00000020495,ENSCAFG00000020495,miRNA
ENSCAFG00000020606,ENSCAFG00000020606,miRNA
ENSCAFG00000022889,ENSCAFG00000022889,miRNA
ENSCAFG00000013038,DHX30,protein_coding
ENSCAFG00000019711,POLRMT,protein_coding
ENSCAFG00000016604,ZSWIM4,protein_coding
ENSCAFG00000029030,C20H19orf53,protein_coding
ENSCAFG00000016615,MRI1,protein_coding
ENSCAFG00000022641,U6,snRNA
ENSCAFG00000004867,MBD4,protein_coding
ENSCAFG00000016626,CCDC130,protein_coding
ENSCAFG00000004871,EFCAB12,protein_coding
ENSCAFG00000036656,ENSCAFG00000036656,lncRNA
ENSCAFG00000017346,RPL32,protein_coding
ENSCAFG00000013136,SMARCC1,protein_coding
ENSCAFG00000035976,ENSCAFG00000035976,lncRNA
ENSCAFG00000049522,ENSCAFG00000049522,pseudogene
ENSCAFG00000042708,ENSCAFG00000042708,protein_coding
ENSCAFG00000046033,ENSCAFG00000046033,protein_coding
ENSCAFG00000025805,ENSCAFG00000025805,snoRNA
ENSCAFG00000016897,CACNA1A,protein_coding
ENSCAFG00000004904,CAND2,protein_coding
ENSCAFG00000004039,TPRA1,protein_coding
ENSCAFG00000004929,TMEM40,protein_coding
ENSCAFG00000004052,MCM2,protein_coding
ENSCAFG00000013156,CSPG5,protein_coding
ENSCAFG00000004072,PODXL2,protein_coding
ENSCAFG00000004951,RAF1,protein_coding
ENSCAFG00000045717,ENSCAFG00000045717,protein_coding
ENSCAFG00000013172,ELP6,protein_coding
ENSCAFG00000004082,ABTB1,protein_coding
ENSCAFG00000013200,SCAP,protein_coding
ENSCAFG00000004933,ENSCAFG00000004933,protein_coding
ENSCAFG00000004967,MKRN2,protein_coding
ENSCAFG00000028318,U6,snRNA
ENSCAFG00000013238,PTPN23,protein_coding
ENSCAFG00000042696,ENSCAFG00000042696,protein_coding
ENSCAFG00000004093,MGLL,protein_coding
ENSCAFG00000031904,MKRN2OS,protein_coding
ENSCAFG00000046789,ENSCAFG00000046789,lncRNA
ENSCAFG00000036137,ENSCAFG00000036137,lncRNA
ENSCAFG00000030627,MDFIC2,protein_coding
ENSCAFG00000004991,PPARG,protein_coding
ENSCAFG00000006496,MITF,protein_coding
ENSCAFG00000043758,ENSCAFG00000043758,lncRNA
ENSCAFG00000042878,ENSCAFG00000042878,lncRNA
ENSCAFG00000033367,ENSCAFG00000033367,lncRNA
ENSCAFG00000038467,ENSCAFG00000038467,lncRNA
ENSCAFG00000048819,ENSCAFG00000048819,lncRNA
ENSCAFG00000049246,ENSCAFG00000049246,lncRNA
ENSCAFG00000043955,ENSCAFG00000043955,lncRNA
ENSCAFG00000004994,SYN2,protein_coding
ENSCAFG00000005002,TIMP4,protein_coding
ENSCAFG00000004105,KBTBD12,protein_coding
ENSCAFG00000005005,TAMM41,protein_coding
ENSCAFG00000006521,FRMD4B,protein_coding
ENSCAFG00000013286,KLHL18,protein_coding
ENSCAFG00000042950,ENSCAFG00000042950,protein_coding
ENSCAFG00000049879,ENSCAFG00000049879,lncRNA
ENSCAFG00000004107,SEC61A1,protein_coding
ENSCAFG00000031595,VGLL4,protein_coding
ENSCAFG00000013358,KIF9,protein_coding
ENSCAFG00000004123,RUVBL1,protein_coding
ENSCAFG00000016329,ENSCAFG00000016329,pseudogene
ENSCAFG00000004135,EEFSEC,protein_coding
ENSCAFG00000023016,FBXL12,protein_coding
ENSCAFG00000049968,ENSCAFG00000049968,protein_coding
ENSCAFG00000023013,OR7D7,protein_coding
ENSCAFG00000032585,ENSCAFG00000032585,protein_coding
ENSCAFG00000005018,ATG7,protein_coding
ENSCAFG00000041496,ENSCAFG00000041496,lncRNA
ENSCAFG00000046561,ENSCAFG00000046561,lncRNA
ENSCAFG00000004138,DNAJB8,protein_coding
ENSCAFG00000004143,GATA2,protein_coding
ENSCAFG00000008776,ENSCAFG00000008776,protein_coding
ENSCAFG00000048053,ENSCAFG00000048053,protein_coding
ENSCAFG00000004144,ENSCAFG00000004144,protein_coding
ENSCAFG00000013392,SETD2,protein_coding
ENSCAFG00000004148,RPN1,protein_coding
ENSCAFG00000006531,LMOD3,protein_coding
ENSCAFG00000004157,RAB7A,protein_coding
ENSCAFG00000005023,HRH1,protein_coding
ENSCAFG00000006541,ARL6IP5,protein_coding
ENSCAFG00000005033,SLC6A1,protein_coding
ENSCAFG00000041809,ENSCAFG00000041809,protein_coding
ENSCAFG00000006548,UBA3,protein_coding
ENSCAFG00000017815,ZNF699,protein_coding
ENSCAFG00000023011,OR7E24,protein_coding
ENSCAFG00000042280,ENSCAFG00000042280,pseudogene
ENSCAFG00000042723,OR7E153,protein_coding
ENSCAFG00000004163,HMCES,protein_coding
ENSCAFG00000006553,TMF1,protein_coding
ENSCAFG00000047808,ENSCAFG00000047808,lncRNA
ENSCAFG00000004255,COPG1,protein_coding
ENSCAFG00000048012,ENSCAFG00000048012,protein_coding
ENSCAFG00000004320,CNBP,protein_coding
ENSCAFG00000023412,SLC6A11,protein_coding
ENSCAFG00000006563,EOGT,protein_coding
ENSCAFG00000048881,ENSCAFG00000048881,protein_coding
ENSCAFG00000032058,OR7D4,protein_coding
ENSCAFG00000013517,NBEAL2,protein_coding
ENSCAFG00000046909,OR7D2,protein_coding
ENSCAFG00000005076,ATP2B2,protein_coding
ENSCAFG00000018071,ZNF317,protein_coding
ENSCAFG00000004333,ISY1,protein_coding
ENSCAFG00000048064,OR7G10,protein_coding
ENSCAFG00000043244,ENSCAFG00000043244,protein_coding
ENSCAFG00000027104,U6,snRNA
ENSCAFG00000006573,TAFA4,protein_coding
ENSCAFG00000048117,OR7G3,protein_coding
ENSCAFG00000049895,OR7G5,protein_coding
ENSCAFG00000043430,OR7G9,protein_coding
ENSCAFG00000043681,OR7G14,protein_coding
ENSCAFG00000006577,ENSCAFG00000006577,protein_coding
ENSCAFG00000048609,OR7G8,protein_coding
ENSCAFG00000030453,TAFA1,protein_coding
ENSCAFG00000043410,ENSCAFG00000043410,protein_coding
ENSCAFG00000042358,OR7G7,protein_coding
ENSCAFG00000047375,OR7G6,protein_coding
ENSCAFG00000032141,OR1M1,protein_coding
ENSCAFG00000046393,ENSCAFG00000046393,protein_coding
ENSCAFG00000043969,ENSCAFG00000043969,lncRNA
ENSCAFG00000030401,OR1M1B,protein_coding
ENSCAFG00000024835,RAB43,protein_coding
ENSCAFG00000018129,ENSCAFG00000018129,protein_coding
ENSCAFG00000045229,ENSCAFG00000045229,protein_coding
ENSCAFG00000010578,TMEM115,protein_coding
ENSCAFG00000006612,SUCLG2,protein_coding
ENSCAFG00000004350,ACAD9,protein_coding
ENSCAFG00000010581,CYB561D2,protein_coding
ENSCAFG00000018139,MBD3L1,protein_coding
ENSCAFG00000030395,ENSCAFG00000030395,protein_coding
ENSCAFG00000026575,ENSCAFG00000026575,miRNA
ENSCAFG00000005118,SEC13,protein_coding
ENSCAFG00000004343,EFCC1,protein_coding
ENSCAFG00000018144,ENSCAFG00000018144,protein_coding
ENSCAFG00000010590,NPRL2,protein_coding
ENSCAFG00000048421,ENSCAFG00000048421,lncRNA
ENSCAFG00000018170,INSR,protein_coding
ENSCAFG00000049880,ENSCAFG00000049880,lncRNA
ENSCAFG00000049225,ENSCAFG00000049225,lncRNA
ENSCAFG00000004347,CFAP92,protein_coding
ENSCAFG00000006668,KBTBD8,protein_coding
ENSCAFG00000010609,ZMYND10,protein_coding
ENSCAFG00000048899,ENSCAFG00000048899,lncRNA
ENSCAFG00000047966,ENSCAFG00000047966,lncRNA
ENSCAFG00000045364,ENSCAFG00000045364,lncRNA
ENSCAFG00000049126,ENSCAFG00000049126,lncRNA
ENSCAFG00000028154,U6,snRNA
ENSCAFG00000006680,LRIG1,protein_coding
ENSCAFG00000010627,RASSF1,protein_coding
ENSCAFG00000006689,SLC25A26,protein_coding
ENSCAFG00000018211,ARHGEF18,protein_coding
ENSCAFG00000018220,PEX11G,protein_coding
ENSCAFG00000005129,GHRL,protein_coding
ENSCAFG00000044862,ENSCAFG00000044862,protein_coding
ENSCAFG00000018229,ZNF358,protein_coding
ENSCAFG00000004358,IQSEC1,protein_coding
ENSCAFG00000025802,ENSCAFG00000025802,snoRNA
ENSCAFG00000005131,ENSCAFG00000005131,protein_coding
ENSCAFG00000010657,HYAL2,protein_coding
ENSCAFG00000041087,ENSCAFG00000041087,snoRNA
ENSCAFG00000006722,MAGI1,protein_coding
ENSCAFG00000018262,PNPLA6,protein_coding
ENSCAFG00000005140,IRAK2,protein_coding
ENSCAFG00000010599,HYAL1,protein_coding
ENSCAFG00000044690,VHL,protein_coding
ENSCAFG00000005151,BRK1,protein_coding
ENSCAFG00000030370,FANCD2OS,protein_coding
ENSCAFG00000005182,FANCD2,protein_coding
ENSCAFG00000010672,HYAL3,protein_coding
ENSCAFG00000005202,EMC3,protein_coding
ENSCAFG00000005211,PRRT3,protein_coding
ENSCAFG00000005215,IL17RC,protein_coding
ENSCAFG00000047313,IFRD2,protein_coding
ENSCAFG00000005254,IL17RE,protein_coding
ENSCAFG00000010695,LSMEM2,protein_coding
ENSCAFG00000028684,JAGN1,protein_coding
ENSCAFG00000005266,CIDEC,protein_coding
ENSCAFG00000010719,SEMA3B,protein_coding
ENSCAFG00000018288,CAMSAP3,pseudogene
ENSCAFG00000019716,HCN2,protein_coding
ENSCAFG00000029733,RPUSD3,protein_coding
ENSCAFG00000019717,BSG,protein_coding
ENSCAFG00000047116,ENSCAFG00000047116,lncRNA
ENSCAFG00000029464,CDC34,protein_coding
ENSCAFG00000043135,ENSCAFG00000043135,lncRNA
ENSCAFG00000019719,TPGS1,protein_coding
ENSCAFG00000041489,ENSCAFG00000041489,lncRNA
ENSCAFG00000017076,GADD45GIP1,protein_coding
ENSCAFG00000018625,C3,protein_coding
ENSCAFG00000006804,PRICKLE2,protein_coding
ENSCAFG00000019720,MADCAM1,protein_coding
ENSCAFG00000017093,CALR,protein_coding
ENSCAFG00000017096,FARSA,protein_coding
ENSCAFG00000018627,TNFSF14,protein_coding
ENSCAFG00000019722,ODF3L2,protein_coding
ENSCAFG00000025934,U6,snRNA
ENSCAFG00000020917,U6,snRNA
ENSCAFG00000017099,SYCE2,protein_coding
ENSCAFG00000005305,ENSCAFG00000005305,protein_coding
ENSCAFG00000023650,ARPC4,protein_coding
ENSCAFG00000017106,GCDH,protein_coding
ENSCAFG00000006857,ATXN7,protein_coding
ENSCAFG00000017111,KLF1,protein_coding
ENSCAFG00000005324,TADA3,protein_coding
ENSCAFG00000017115,DNASE2,protein_coding
ENSCAFG00000005331,CAMK1,protein_coding
ENSCAFG00000010740,GNAI2,protein_coding
ENSCAFG00000005344,OGG1,protein_coding
ENSCAFG00000030308,CD70,protein_coding
ENSCAFG00000017133,MAST1,protein_coding
ENSCAFG00000043280,ENSCAFG00000043280,protein_coding
ENSCAFG00000018297,XAB2,protein_coding
ENSCAFG00000004375,NUP210,protein_coding
ENSCAFG00000017154,RTBDN,protein_coding
ENSCAFG00000030400,TNFSF9,protein_coding
ENSCAFG00000018634,TUBB4A,protein_coding
ENSCAFG00000018636,DENND1C,protein_coding
ENSCAFG00000041734,ENSCAFG00000041734,protein_coding
ENSCAFG00000017159,RNASEH2A,protein_coding
ENSCAFG00000006867,THOC7,protein_coding
ENSCAFG00000019725,C2CD4C,protein_coding
ENSCAFG00000019728,THEG,protein_coding
ENSCAFG00000006876,C20H3orf49,protein_coding
ENSCAFG00000017163,PRDX2,protein_coding
ENSCAFG00000018302,PCP2,protein_coding
ENSCAFG00000010754,SLC38A3,protein_coding
ENSCAFG00000031164,SNTN,protein_coding
ENSCAFG00000019729,MIER2,protein_coding
ENSCAFG00000049307,CRB3,protein_coding
ENSCAFG00000028848,JUNB,protein_coding
ENSCAFG00000029431,SYNPR,protein_coding
ENSCAFG00000018643,SLC25A23,protein_coding
ENSCAFG00000018306,STXBP2,protein_coding
ENSCAFG00000019734,PLPP2,protein_coding
ENSCAFG00000010764,GNAT1,protein_coding
ENSCAFG00000018657,SLC25A41,protein_coding
ENSCAFG00000018307,RETN,protein_coding
ENSCAFG00000005408,BRPF1,protein_coding
ENSCAFG00000029509,MCEMP1,protein_coding
ENSCAFG00000049041,ENSCAFG00000049041,lncRNA
ENSCAFG00000047570,ENSCAFG00000047570,lncRNA
ENSCAFG00000027258,U6,snRNA
ENSCAFG00000045153,ENSCAFG00000045153,lncRNA
ENSCAFG00000041400,U2,snRNA
ENSCAFG00000041085,ENSCAFG00000041085,protein_coding
ENSCAFG00000027674,ENSCAFG00000027674,snRNA
ENSCAFG00000043578,ENSCAFG00000043578,protein_coding
ENSCAFG00000041673,ENSCAFG00000041673,lncRNA
ENSCAFG00000006777,ADAMTS9,protein_coding
ENSCAFG00000024217,TRAPPC5,pseudogene
ENSCAFG00000018667,KHSRP,protein_coding
ENSCAFG00000010804,SEMA3F,protein_coding
ENSCAFG00000017183,HOOK2,protein_coding
ENSCAFG00000007072,CADPS,protein_coding
ENSCAFG00000030055,FCER2,protein_coding
ENSCAFG00000018312,CLEC4G,protein_coding
ENSCAFG00000041381,ENSCAFG00000041381,lncRNA
ENSCAFG00000004396,HDAC11,protein_coding
ENSCAFG00000018314,CD209,protein_coding
ENSCAFG00000005432,CPNE9,protein_coding
ENSCAFG00000017200,BEST2,protein_coding
ENSCAFG00000018676,ENSCAFG00000018676,protein_coding
ENSCAFG00000005459,MTMR14,protein_coding
ENSCAFG00000017208,GET3,protein_coding
ENSCAFG00000018681,GTF2F1,protein_coding
ENSCAFG00000018316,EVI5L,protein_coding
ENSCAFG00000026960,U6,snRNA
ENSCAFG00000030547,TRIR,protein_coding
ENSCAFG00000029592,LHFPL4,protein_coding
ENSCAFG00000018687,MLLT1,protein_coding
ENSCAFG00000005486,SETD5,protein_coding
ENSCAFG00000017226,TNPO2,protein_coding
ENSCAFG00000018689,PSPN,protein_coding
ENSCAFG00000018693,ALKBH7,protein_coding
ENSCAFG00000042451,ENSCAFG00000042451,lncRNA
ENSCAFG00000044374,ENSCAFG00000044374,lncRNA
ENSCAFG00000018322,LRRC8E,protein_coding
ENSCAFG00000031522,MAP2K7,protein_coding
ENSCAFG00000005499,THUMPD3,protein_coding
ENSCAFG00000018696,CLPP,protein_coding
ENSCAFG00000005535,SRGAP3,protein_coding
ENSCAFG00000026465,ENSCAFG00000026465,snoRNA
ENSCAFG00000041150,ENSCAFG00000041150,snoRNA
ENSCAFG00000017235,FBXW9,protein_coding
ENSCAFG00000049323,ENSCAFG00000049323,processed_pseudogene
ENSCAFG00000007121,FEZF2,protein_coding
ENSCAFG00000018699,ACER1,protein_coding
ENSCAFG00000005548,RAD18,protein_coding
ENSCAFG00000042041,ENSCAFG00000042041,protein_coding
ENSCAFG00000029689,ENSCAFG00000029689,protein_coding
ENSCAFG00000017245,DHPS,protein_coding
ENSCAFG00000042690,ENSCAFG00000042690,lncRNA
ENSCAFG00000031676,SNAPC2,protein_coding
ENSCAFG00000010866,RBM5,protein_coding
ENSCAFG00000007123,C20H3orf14,protein_coding
ENSCAFG00000023386,CTXN1,protein_coding
ENSCAFG00000046784,ENSCAFG00000046784,lncRNA
ENSCAFG00000017249,WDR83,protein_coding
ENSCAFG00000028908,ENSCAFG00000028908,protein_coding
ENSCAFG00000018346,TIMM44,protein_coding
ENSCAFG00000010914,RBM6,protein_coding
ENSCAFG00000018708,ACSBG2,protein_coding
ENSCAFG00000004406,FBLN2,protein_coding
ENSCAFG00000018353,ENSCAFG00000018353,protein_coding
ENSCAFG00000048192,ENSCAFG00000048192,lncRNA
ENSCAFG00000017257,ENSCAFG00000017257,protein_coding
ENSCAFG00000049817,ENSCAFG00000049817,protein_coding
ENSCAFG00000007152,PTPRG,protein_coding
ENSCAFG00000042482,ENSCAFG00000042482,lncRNA
ENSCAFG00000004411,BEX4,protein_coding
ENSCAFG00000005553,OXTR,protein_coding
ENSCAFG00000042609,ENSCAFG00000042609,lncRNA
ENSCAFG00000032632,WNT7A,protein_coding
ENSCAFG00000018358,CCL25,protein_coding
ENSCAFG00000018728,RFX2,protein_coding
ENSCAFG00000027386,U6,snRNA
ENSCAFG00000004426,ENSCAFG00000004426,protein_coding
ENSCAFG00000046802,ENSCAFG00000046802,protein_coding
ENSCAFG00000005557,CAV3,protein_coding
ENSCAFG00000018422,FBN3,protein_coding
ENSCAFG00000004438,CHCHD4,protein_coding
ENSCAFG00000041741,ENSCAFG00000041741,lncRNA
ENSCAFG00000005563,SSUH2,protein_coding
ENSCAFG00000004446,TMEM43,protein_coding
ENSCAFG00000041663,ENSCAFG00000041663,lncRNA
ENSCAFG00000005570,LMCD1,protein_coding
ENSCAFG00000013588,CCDC12,protein_coding
ENSCAFG00000004467,XPC,protein_coding
ENSCAFG00000045978,ENSCAFG00000045978,protein_coding
ENSCAFG00000041236,LSM3,protein_coding
ENSCAFG00000013600,PTH1R,protein_coding
ENSCAFG00000042982,U4,snRNA
ENSCAFG00000022584,U4,snRNA
ENSCAFG00000007181,ENSCAFG00000007181,protein_coding
ENSCAFG00000031471,ENSCAFG00000031471,protein_coding
ENSCAFG00000037118,ENSCAFG00000037118,lncRNA
ENSCAFG00000018739,RANBP3,protein_coding
ENSCAFG00000004481,SLC6A6,protein_coding
ENSCAFG00000044800,ENSCAFG00000044800,lncRNA
ENSCAFG00000037162,ENSCAFG00000037162,lncRNA
ENSCAFG00000044140,U4,snRNA
ENSCAFG00000046311,ENSCAFG00000046311,protein_coding
ENSCAFG00000030317,ENSCAFG00000030317,protein_coding
ENSCAFG00000042464,ENSCAFG00000042464,pseudogene
ENSCAFG00000048122,ENSCAFG00000048122,pseudogene
ENSCAFG00000048777,ENSCAFG00000048777,lncRNA
ENSCAFG00000049631,ENSCAFG00000049631,lncRNA
ENSCAFG00000042992,ENSCAFG00000042992,lncRNA
ENSCAFG00000038926,ENSCAFG00000038926,lncRNA
ENSCAFG00000037907,ENSCAFG00000037907,lncRNA
ENSCAFG00000028586,U6,snRNA
ENSCAFG00000005583,GRM7,protein_coding
ENSCAFG00000017317,ENSCAFG00000017317,protein_coding
ENSCAFG00000007194,FHIT,protein_coding
ENSCAFG00000020824,U1,snRNA
ENSCAFG00000049346,ENSCAFG00000049346,protein_coding
ENSCAFG00000013618,MYL3,protein_coding
ENSCAFG00000010939,MON1A,protein_coding
ENSCAFG00000018746,CAPS,protein_coding
ENSCAFG00000018751,VMAC,protein_coding
ENSCAFG00000018753,ENSCAFG00000018753,protein_coding
ENSCAFG00000004492,GRIP2,protein_coding
ENSCAFG00000018754,ENSCAFG00000018754,protein_coding
